,open,high,low,close,sma5,sma10,sma30,sma60,macd,macd_signal,stoch_d,stoch_k,stoch_j,ts_create_utc,dt,ts_send_utc,ema30_5_span_grad,macd_5_span_grad,macd_signal_5_span_grad,initial_invest_amount_today,invest_amount,transaction_type,transaction_price,transaction_current_gain,profits,accumulate_gain_in_a_day,stop_trade_flg,macd_golden_cross,macd_dead_cross,continuous_macd_golden_cross_count,stoch_golden_cross,stoch_dead_cross,stoch_all_dead_cross,bought_price,sold_price,my_money,trade_count,is_long_position,long_position_period,purchase_price,stop_trading_this_minute,stop_trading_today,prev_gain,current_gain,total_profit_in_a_day,gain_is_negative_from_prev
0,59285.83,59326.46,59242.71,59263.83,,,,,,,,,,2024-08-13 08:16:59,2024-08-13,2024-08-13 08:17:01,,,,1000000.0,1000000.0,,-99.9,0.0,0.0,,,0,0,0,0,0,0,-99.9,-99.9,-99.9,0,False,0,-99.9,False,False,0.0,0.0,0.0,0
1,59264.99,59286.12,59256.23,59286.12,,,,,,,,,,2024-08-13 08:17:59,2024-08-13,2024-08-13 08:18:01,,,,1000000.0,1000000.0,,-99.9,0.0,0.0,,,0,0,0,0,0,0,-99.9,-99.9,-99.9,0,False,0,-99.9,False,False,0.0,0.0,0.0,0
2,59298.55,59309.41,59279.63,59298.4,,,,,,,,,,2024-08-13 08:18:59,2024-08-13,2024-08-13 08:19:00,,,,1000000.0,1000000.0,,-99.9,0.0,0.0,,,0,0,0,0,0,0,-99.9,-99.9,-99.9,0,False,0,-99.9,False,False,0.0,0.0,0.0,0
3,59285.45,59287.08,59231.51,59255.6,,,,,,,,,,2024-08-13 08:19:59,2024-08-13,2024-08-13 08:20:00,,,,1000000.0,1000000.0,,-99.9,0.0,0.0,,,0,0,0,0,0,0,-99.9,-99.9,-99.9,0,False,0,-99.9,False,False,0.0,0.0,0.0,0
4,59256.11,59256.11,59156.38,59208.87,59262.564,,,,,,,,,2024-08-13 08:20:59,2024-08-13,2024-08-13 08:21:01,,,,1000000.0,1000000.0,,-99.9,0.0,0.0,,,0,0,0,0,0,0,-99.9,-99.9,-99.9,0,False,0,-99.9,False,False,0.0,0.0,0.0,0
5,59208.9,59234.62,59074.86,59086.46,59227.090000000004,,,,,,,,,2024-08-13 08:21:59,2024-08-13,2024-08-13 08:22:00,,,,1000000.0,1000000.0,,-99.9,0.0,0.0,,,0,0,0,0,0,0,-99.9,-99.9,-99.9,0,False,0,-99.9,False,False,0.0,0.0,0.0,0
6,59089.63,59134.34,59082.76,59131.78,59196.221999999994,,,,,,,,,2024-08-13 08:22:59,2024-08-13,2024-08-13 08:23:01,,,,1000000.0,1000000.0,,-99.9,0.0,0.0,,,0,0,0,0,0,0,-99.9,-99.9,-99.9,0,False,0,-99.9,False,False,0.0,0.0,0.0,0
7,59132.35,59170.5,59105.81,59105.81,59157.704000000005,,,,,,,,,2024-08-13 08:23:59,2024-08-13,2024-08-13 08:24:00,,,,1000000.0,1000000.0,,-99.9,0.0,0.0,,,0,0,0,0,0,0,-99.9,-99.9,-99.9,0,False,0,-99.9,False,False,0.0,0.0,0.0,0
8,59105.81,59116.6,59103.19,59110.84,59128.752,,,,,,,,,2024-08-13 08:24:59,2024-08-13,2024-08-13 08:25:00,,,,1000000.0,1000000.0,,-99.9,0.0,0.0,,,0,0,0,0,0,0,-99.9,-99.9,-99.9,0,False,0,-99.9,False,False,0.0,0.0,0.0,0
9,59106.13,59123.8,59040.29,59070.84,59101.14599999999,59181.855,,,,,,,,2024-08-13 08:25:59,2024-08-13,2024-08-13 08:26:00,,,,1000000.0,1000000.0,,-99.9,0.0,0.0,,,0,0,0,0,0,0,-99.9,-99.9,-99.9,0,False,0,-99.9,False,False,0.0,0.0,0.0,0
