,open,high,low,close,sma5,sma10,sma30,sma60,macd,macd_signal,stoch_d,stoch_k,stoch_j,ts_create_utc,dt,ts_send_utc,ema30_5_span_grad,macd_5_span_grad,macd_signal_5_span_grad,initial_invest_amount_today,invest_amount,transaction_type,transaction_price,transaction_current_gain,profits,accumulate_gain_in_a_day,stop_trade_flg,macd_golden_cross,macd_dead_cross,continuous_macd_golden_cross_count,stoch_golden_cross,stoch_dead_cross,stoch_all_dead_cross,bought_price,sold_price,my_money,trade_count,is_long_position,long_position_period,purchase_price,stop_trading_this_minute,stop_trading_today,prev_gain,current_gain,total_profit_in_a_day,gain_is_negative_from_prev
26,60525.87,60535.52,60506.56,60525.6,60533.829999999994,60518.703,,,-6.292403479965287,,53.70457270973309,48.271547004535,37.40549559413883,2024-08-13 23:20:59,2024-08-13,2024-08-13 23:21:00,,,,1000000.0,1000000.0,,-99.9,0.0,0.0,,,0,0,0,0,0,0,-99.9,-99.9,-99.9,0,False,0,-99.9,False,False,0.0,0.0,0.0,0
27,60521.61,60566.9,60520.6,60544.61,60536.138,60521.897,,,-4.2899157115243725,,51.7823313693786,51.62677928984774,51.315675130786005,2024-08-13 23:21:59,2024-08-13,2024-08-13 23:22:00,,,,1000000.0,1000000.0,,-99.9,0.0,0.0,,,0,0,0,0,0,0,-99.9,-99.9,-99.9,0,False,0,-99.9,False,False,0.0,0.0,0.0,0
28,60542.72,60542.72,60505.07,60507.66,60527.043999999994,60521.695999999996,,,-5.619705457487726,,48.94850270260826,46.94718181344203,42.94454003510957,2024-08-13 23:22:59,2024-08-13,2024-08-13 23:23:00,,,,1000000.0,1000000.0,,-99.9,0.0,0.0,,,0,0,0,0,0,0,-99.9,-99.9,-99.9,0,False,0,-99.9,False,False,0.0,0.0,0.0,0
29,60531.89,60586.36,60504.39,60522.98,60525.292,60526.185,60531.20433333333,,-5.375413031026255,,48.279368058814725,46.26414307315439,42.23369310183372,2024-08-13 23:23:59,2024-08-13,2024-08-13 23:24:00,,,,1000000.0,1000000.0,,-99.9,0.0,0.0,,,0,0,0,0,0,0,-99.9,-99.9,-99.9,0,False,0,-99.9,False,False,0.0,0.0,0.0,0
30,60520.48,60541.12,60487.02,60528.66,60525.902,60532.45599999999,60530.40700000001,,-4.6696521495396155,,45.105758033962076,42.10594921528979,36.10633157794521,2024-08-13 23:24:59,2024-08-13,2024-08-13 23:25:00,,0.43031287903286286,,1000000.0,1000000.0,,-99.9,0.0,0.0,,,0,0,0,0,0,0,-99.9,-99.9,-99.9,0,False,0,-99.9,False,False,0.0,0.0,0.0,0
31,60525.42,60552.81,60491.91,60529.44,60526.67,60530.25,60530.768000000004,,-4.001267958636163,,45.384708969882126,47.78403462120218,52.58268592384229,2024-08-13 23:25:59,2024-08-13,2024-08-13 23:26:01,,0.4582271042658249,,1000000.0,1000000.0,,-99.9,0.0,0.0,,,0,0,0,0,0,0,-99.9,-99.9,-99.9,0,False,0,-99.9,False,False,0.0,0.0,0.0,0
32,60532.14,60572.36,60514.12,60543.15,60526.378000000004,60531.257999999994,60530.575666666664,,-2.3383314220773173,,47.64412465022693,53.04239011418881,63.83892104211259,2024-08-13 23:26:59,2024-08-13,2024-08-13 23:27:00,,0.39031685788941106,,1000000.0,1000000.0,,-99.9,0.0,0.0,,,0,0,0,0,0,0,-99.9,-99.9,-99.9,0,False,0,-99.9,False,False,0.0,0.0,0.0,0
33,60541.84,60555.48,60440.34,60466.28,60518.102,60522.573,60527.18766666666,,-7.14089303676883,-5.1720887546366106,47.71661113607843,42.323408672844295,31.53700374637603,2024-08-13 23:27:59,2024-08-13,2024-08-13 23:28:00,,-0.30423751585622083,,1000000.0,1000000.0,,-99.9,0.0,0.0,,,0,0,0,0,0,0,-99.9,-99.9,-99.9,0,False,0,-99.9,False,False,0.0,0.0,0.0,0
34,60464.61,60480.37,60429.79,60452.64,60504.034,60514.663,60523.54999999998,,-11.910297230198921,-6.519730449749073,41.92544816539768,30.410545709159944,7.380740796684464,2024-08-13 23:28:59,2024-08-13,2024-08-13 23:29:00,-1.5308666666693171,-1.3069768398345332,,1000000.0,1000000.0,,-99.9,0.0,0.0,,,0,0,0,0,0,0,-99.9,-99.9,-99.9,0,False,0,-99.9,False,False,0.0,0.0,0.0,0
35,60438.63,60464.46,60438.35,60438.35,60485.971999999994,60505.937,60519.781333333325,,-16.651223054337606,-8.546028970666779,28.250981259221707,12.018989395660883,-20.444994331460762,2024-08-13 23:29:59,2024-08-13,2024-08-13 23:30:06,-2.125133333336271,-2.3963141809595983,,1000000.0,1000000.0,,-99.9,0.0,0.0,,,0,0,0,0,0,0,-99.9,-99.9,-99.9,0,False,0,-99.9,False,False,0.0,0.0,0.0,0
36,60438.4,60457.12,60429.14,60429.18,60465.920000000006,60496.295000000006,60515.003666666664,,-20.907376072624174,-11.018298391058257,16.27405404384101,6.392627026702198,-13.370227007575423,2024-08-13 23:30:59,2024-08-13,2024-08-13 23:31:02,-3.152866666667978,-3.3812216227976024,,1000000.0,1000000.0,,-99.9,0.0,0.0,,,0,0,0,0,0,0,-99.9,-99.9,-99.9,0,False,0,-99.9,False,False,0.0,0.0,0.0,0
37,60429.16,60429.16,60428.5,60428.5,60442.98999999999,60484.68400000001,60509.698666666656,,-24.05795321147889,-13.626229355142383,6.719978168658716,1.7483180836130627,-8.195002086478244,2024-08-13 23:31:59,2024-08-13,2024-08-13 23:32:06,-4.175400000001536,-4.343924357880314,,1000000.0,1000000.0,,-99.9,0.0,0.0,,,0,0,0,0,0,0,-99.9,-99.9,-99.9,0,False,0,-99.9,False,False,0.0,0.0,0.0,0
38,60428.49,60509.63,60428.49,60445.11,60438.755999999994,60478.42899999999,60506.82066666665,,-24.927175149772665,-15.88641851406844,3.886214079821618,3.517697129149593,2.780663227805543,2024-08-13 23:32:59,2024-08-13,2024-08-13 23:33:00,-4.073400000001129,-3.557256422600767,-2.142865951886366,1000000.0,1000000.0,,-99.9,0.0,0.0,,,0,0,0,0,0,0,-99.9,-99.9,-99.9,0,False,0,-99.9,False,False,0.0,0.0,0.0,0
39,60453.5,60457.99,60434.4,60444.61,60437.15,60470.59199999999,60503.85799999999,,-25.364005156698113,-17.781935842594375,4.05962533513298,6.912860792636283,12.619331707642889,2024-08-13 23:33:59,2024-08-13,2024-08-13 23:34:00,-3.9383999999976367,-2.6907415852998384,-2.2524410785690607,1000000.0,1000000.0,,-99.9,0.0,0.0,,,0,0,0,0,0,0,-99.9,-99.9,-99.9,0,False,0,-99.9,False,False,0.0,0.0,0.0,0
